Brand,Year,Model,UsedOrNew,Transmission,EngineDisplacement(L),DriveType,FuelType,FuelConsumption(L)/100km,Kilometers,CylindersinEngine,BodyType,State
Jeep,2015,Grand,USED,Automatic,3.0,4WD,Diesel,7.5,92805,6,SUV,NSW
Mercedes-Benz,2005,C200,USED,Automatic,1.8,Rear,Unleaded,9.5,98800,4,Sedan,NSW
Holden,2009,Commodore,USED,Automatic,3.6,Rear,Unleaded,11.0,127994,6,Wagon,NSW
Subaru,2015,Impreza,USED,Automatic,2.0,AWD,Unleaded,6.8,171352,4,Hatchback,NSW
Mazda,2015,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,31931,5,Ute / Tray,NSW
Suzuki,2011,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,158817,4,Hatchback,NSW
Volkswagen,2016,Golf,USED,Manual,1.4,Front,Premium,5.7,89757,4,Hatchback,NSW
Mercedes-Benz,2011,E250,USED,Automatic,1.8,Rear,Premium,7.6,120209,4,Sedan,NSW
Holden,2011,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,174239,6,Wagon,NSW
Toyota,2004,Camry,USED,Automatic,2.4,Front,Unleaded,9.5,95362,4,Sedan,NSW
Toyota,2018,C-HR,USED,Automatic,1.2,AWD,Premium,5.6,67615,4,SUV,NSW
Peugeot,2017,308,USED,Automatic,1.2,Front,Premium,5.1,41522,3,Hatchback,NSW
Audi,2018,Q2,USED,Automatic,1.4,Front,Premium,5.3,38238,4,SUV,NSW
Kia,2018,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,157465,4,SUV,NSW
BMW,2017,218I,USED,Automatic,1.5,Front,Premium,5.2,44286,3,Hatchback,NSW
Hyundai,2017,Tucson,USED,Automatic,2.0,AWD,Diesel,6.8,116134,4,SUV,NSW
Nissan,2007,Patrol,USED,Manual,3.0,4WD,Diesel,10.8,165374,4,SUV,NSW
Hyundai,2020,I30,USED,Automatic,2.0,Front,Unleaded,7.4,40178,4,Hatchback,NSW
Honda,2010,Accord,USED,Automatic,2.4,Front,Premium,8.9,191701,4,Sedan,NSW
Mitsubishi,2019,ASX,USED,Automatic,2.0,Front,Unleaded,7.6,43534,4,SUV,NSW
Nissan,2015,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,77936,4,SUV,NSW
Toyota,2015,Landcruiser,USED,Manual,4.5,4WD,Diesel,11.5,217658,8,Ute / Tray,NSW
Volkswagen,2015,Passat,USED,Automatic,1.8,Front,Premium,6.0,49801,4,Wagon,NSW
Subaru,2013,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,121608,4,SUV,NSW
Renault,2014,Megane,USED,Automatic,1.2,Front,Premium,5.6,112133,4,Wagon,NSW
Renault,2018,Trafic,USED,Manual,1.6,Front,Diesel,6.2,153438,4,Commercial,NSW
Toyota,2013,Hilux,USED,Manual,2.7,Rear,Unleaded,11.0,215189,4,Ute / Tray,NSW
Holden,2016,Cruze,USED,Manual,1.6,Front,Unleaded,7.4,139558,4,Sedan,NSW
Rolls-Royce,2011,Ghost,USED,Automatic,6.6,Rear,Premium,13.6,45385,12,Sedan,NSW
Hyundai,2010,I30,USED,Automatic,2.0,Front,Unleaded,7.6,186939,4,Hatchback,NSW
Kia,2015,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,103354,4,Hatchback,NSW
Toyota,2012,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,115000,4,Wagon,NSW
Toyota,2017,Camry,USED,Automatic,2.5,Front,Unleaded,7.9,97480,4,Sedan,NSW
Toyota,2018,Corolla,USED,Automatic,2.0,Front,Unleaded,6.0,82020,4,Hatchback,NSW
Honda,2020,HR-V,USED,Automatic,1.8,Front,Unleaded,6.7,29007,4,SUV,NSW
Kia,2017,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,115759,4,SUV,NSW
Toyota,2006,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,260901,4,Sedan,NSW
Hyundai,2018,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,57505,4,Commercial,NSW
Subaru,2009,Impreza,USED,Manual,2.5,AWD,Premium,10.7,153891,4,Sedan,NSW
BMW,2013,320D,USED,Automatic,2.0,Rear,Diesel,5.3,170658,4,Coupe,NSW
Toyota,2015,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,119342,4,SUV,NSW
Volkswagen,2016,Amarok,USED,Automatic,3.0,4WD,Diesel,7.8,132194,6,Ute / Tray,NSW
Holden,2017,Astra,USED,Automatic,1.6,Front,Premium,6.3,128928,4,Hatchback,NSW
Toyota,2010,Kluger,USED,Automatic,3.5,4WD,Unleaded,11.0,269287,6,SUV,NSW
Toyota,2019,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,60906,4,Hatchback,NSW
Nissan,2015,X-Trail,USED,Automatic,2.5,Front,Unleaded,7.9,188702,4,SUV,NSW
BMW,2017,X1,USED,Automatic,2.0,Front,Diesel,4.7,41275,4,SUV,NSW
Mazda,2008,6,USED,Automatic,2.5,Front,Premium,8.9,196135,4,Wagon,NSW
Ford,2017,Ranger,USED,Automatic,3.2,4WD,Diesel,8.8,196114,5,Ute / Tray,NSW
Hyundai,2009,Imax,USED,Automatic,2.4,Rear,Premium,10.6,152352,4,Wagon,NSW
Toyota,2013,RAV4,USED,Automatic,2.2,AWD,Diesel,6.5,165245,4,SUV,NSW
Toyota,2012,Kluger,USED,Automatic,3.5,4WD,Unleaded,11.0,101222,6,SUV,NSW
Holden,2018,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,164863,4,Ute / Tray,NSW
Toyota,2016,Corolla,USED,Automatic,1.8,Front,Unleaded,6.1,74113,4,Hatchback,NSW
Holden,2012,Captiva,USED,Automatic,3.0,AWD,Unleaded,11.3,121948,6,SUV,NSW
Mercedes-Benz,2009,C200,USED,Automatic,1.8,Rear,Premium,8.2,73989,4,Sedan,NSW
Skoda,2010,Octavia,USED,Automatic,2.0,Front,Diesel,5.5,81608,4,Wagon,NSW
Lexus,2019,UX200,USED,Automatic,2.0,Front,Unleaded,5.8,5159,4,SUV,NSW
Hyundai,2009,Imax,USED,Automatic,2.4,Rear,Premium,10.6,240239,4,Wagon,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,104066,4,SUV,NSW
Kia,2020,RIO,USED,Automatic,1.4,Front,Unleaded,6.0,67712,4,Hatchback,NSW
Skoda,2019,Rapid,USED,Automatic,1.4,Front,Premium,6.0,19768,4,Wagon,NSW
Nissan,2018,Navara,USED,Manual,2.3,4WD,Diesel,6.5,62782,4,Ute / Tray,NSW
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,162384,4,Ute / Tray,NSW
Jaguar,2011,XF,USED,Automatic,3.0,Rear,Diesel,6.8,133360,6,Sedan,NSW
Mitsubishi,2017,ASX,USED,Automatic,2.0,Front,Unleaded,7.4,89044,4,SUV,NSW
Kia,2021,Picanto,USED,Automatic,1.2,Front,Unleaded,5.8,4758,4,Hatchback,NSW
Toyota,2015,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,130569,4,SUV,NSW
Honda,2017,Civic,USED,Manual,2.0,Front,Premium,8.8,88363,4,Hatchback,NSW
Toyota,2007,RAV4,USED,Manual,2.4,4WD,Unleaded,9.6,192415,4,SUV,NSW
Isuzu,2013,D-MAX,USED,Manual,3.0,Rear,Diesel,8.0,223907,4,Ute / Tray,NSW
Ford,2012,Territory,USED,Automatic,2.7,AWD,Diesel,9.0,157563,6,SUV,NSW
Isuzu,2016,D-MAX,USED,Automatic,3.0,4WD,Diesel,8.1,310215,4,Ute / Tray,NSW
Mazda,2016,3,USED,Manual,2.0,Front,Unleaded,5.8,209628,4,Sedan,NSW
Kia,2018,Carnival,USED,Automatic,3.3,Front,Unleaded,11.6,76027,6,Wagon,NSW
Kia,2011,Cerato,USED,Automatic,2.0,Front,Unleaded,7.8,97125,4,Coupe,NSW
Mazda,2019,3,USED,Manual,2.0,Front,Unleaded,6.2,55677,4,Hatchback,NSW
Toyota,2009,Camry,USED,Automatic,2.4,Front,Unleaded,8.8,134916,4,Sedan,NSW
Ford,2016,Focus,USED,Manual,2.0,Front,Premium,7.3,117686,4,Hatchback,NSW
Holden,2015,Trax,USED,Automatic,1.4,Front,Unleaded,6.9,146059,4,SUV,NSW
Nissan,2018,X-Trail,USED,Automatic,2.5,Front,Unleaded,8.1,98754,4,SUV,NSW
Holden,2014,Commodore,USED,Automatic,3.6,Rear,Unleaded,9.5,207234,6,Sedan,NSW
Holden,2010,Calais,USED,Automatic,6.0,Rear,Premium,14.6,176052,8,Sedan,NSW
Fiat,2015,500,USED,Manual,1.2,Front,Premium,5.1,79452,4,Hatchback,NSW
Mazda,2012,2,USED,Automatic,1.5,Front,Unleaded,6.8,139976,4,Hatchback,NSW
Volkswagen,2015,Golf,USED,Automatic,2.0,Front,Premium,6.6,98900,4,Hatchback,NSW
Mercedes-Benz,2016,GLA250,USED,Automatic,2.0,AWD,Premium,7.0,99459,4,SUV,NSW
Haval,2020,H9,USED,Automatic,2.0,4WD,Premium,10.9,34291,4,SUV,NSW
Mazda,2017,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,37811,4,SUV,NSW
Holden,2012,Commodore,USED,Automatic,3.0,Rear,Unleaded,8.9,181747,6,Sedan,NSW
Ford,2020,Ranger,USED,Automatic,2.2,4WD,Diesel,8.0,79801,4,Ute / Tray,NSW
Hyundai,2017,Iload,USED,Automatic,2.5,Rear,Diesel,8.8,91989,4,Commercial,NSW
Hyundai,2013,I30,USED,Automatic,1.8,Front,Unleaded,6.9,107647,4,Hatchback,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,86144,4,Hatchback,NSW
Volvo,2013,V60,USED,Automatic,1.6,Front,Premium,7.8,120720,4,Wagon,NSW
Mazda,2015,6,USED,Automatic,2.5,Front,Unleaded,6.6,201306,4,Sedan,NSW
Kia,2022,Stonic,USED,Automatic,1.4,Front,Unleaded,6.7,12412,4,SUV,NSW
Lexus,2019,RX300,USED,Automatic,2.0,Front,Premium,8.1,41988,4,SUV,NSW
Subaru,2015,XV,USED,Automatic,2.0,AWD,Unleaded,7.1,117106,4,SUV,NSW
Volkswagen,2014,Tiguan,USED,Automatic,1.4,Front,Premium,7.3,85601,4,SUV,NSW
Hyundai,2017,Accent,USED,Automatic,1.6,Front,Unleaded,6.6,153986,4,Hatchback,NSW
Toyota,2015,Camry,USED,Automatic,2.5,Front,Unleaded,7.8,70759,4,Sedan,NSW
Toyota,2023,Landcruiser,USED,Manual,4.5,AWD,Diesel,10.7,535,8,Ute / Tray,NSW
Toyota,2012,Landcruiser,USED,Automatic,3.0,4WD,Diesel,8.5,189152,4,SUV,NSW
Mazda,2015,3,USED,Automatic,2.0,Front,Unleaded,5.7,197191,4,Sedan,NSW
Mitsubishi,2018,Pajero,USED,Automatic,2.4,4WD,Diesel,8.0,72640,4,SUV,NSW
Nissan,2004,X-Trail,USED,Automatic,2.5,4WD,Unleaded,10.0,187550,4,SUV,NSW
Toyota,1995,Corolla,USED,Automatic,1.6,Front,Unleaded,8.5,204004,4,Hatchback,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,8.8,226455,5,Ute / Tray,NSW
Land,2016,Rover,USED,Automatic,2.0,AWD,Diesel,5.3,103473,4,SUV,NSW
Suzuki,2019,Vitara,USED,Automatic,1.4,Front,Premium,5.9,75607,4,SUV,NSW
Mazda,2009,CX-9,USED,Automatic,3.7,4WD,Unleaded,13.0,219702,6,SUV,NSW
Audi,2013,A3,USED,Automatic,1.4,Front,Premium,4.7,40260,4,Hatchback,NSW
Toyota,2018,Corolla,USED,Automatic,1.8,Front,Hybrid,4.1,48825,4,Hatchback,NSW
Land,2018,Rover,USED,Automatic,3.0,AWD,Diesel,7.8,145196,6,SUV,NSW
Mini,2018,Clubman,USED,Manual,2.0,AWD,Premium,7.8,163591,4,Wagon,NSW
Ford,2014,Ranger,USED,Automatic,3.2,4WD,Diesel,9.2,177060,5,Ute / Tray,NSW
Mitsubishi,2018,Triton,USED,Manual,2.4,4WD,Diesel,7.2,91792,4,Ute / Tray,NSW
Citroen,2016,C4,USED,Automatic,1.6,Front,Diesel,3.6,83656,4,SUV,NSW
Peugeot,2014,2008,USED,Automatic,1.6,Front,Premium,6.5,148600,4,SUV,NSW
Holden,2019,Acadia,USED,Automatic,3.6,Rear,Unleaded,8.9,40898,6,SUV,NSW
Subaru,2008,Forester,USED,Manual,2.5,AWD,Unleaded,9.3,220235,4,SUV,NSW
Mazda,2014,2,USED,Automatic,1.5,Front,Unleaded,6.8,151436,4,Hatchback,NSW
Holden,2009,Barina,USED,Automatic,1.6,Front,Unleaded,7.8,53202,4,Hatchback,NSW
Subaru,2017,XV,USED,Automatic,2.0,AWD,Unleaded,7.0,73901,4,SUV,NSW
Toyota,2010,Hilux,USED,Automatic,4.0,Rear,Unleaded,12.1,252569,6,Ute / Tray,NSW
Jeep,2013,Grand,USED,Automatic,3.0,AWD,Diesel,8.3,180000,6,SUV,NSW
Mercedes-Benz,2011,C220,USED,Automatic,2.1,Rear,Diesel,6.3,196245,4,Sedan,NSW
Honda,2018,Civic,USED,Automatic,1.5,Front,Unleaded,6.1,73511,4,Hatchback,NSW
Mercedes-Benz,2010,E250,USED,Automatic,1.8,Rear,Premium,7.6,209809,4,Sedan,NSW
Mercedes-Benz,2019,A200,USED,Automatic,1.3,Front,Premium,5.7,53241,4,Sedan,NSW
Honda,2017,CR-V,USED,Automatic,1.5,Front,Unleaded,7.0,89077,4,SUV,NSW
Mercedes-Benz,2013,C250,USED,Automatic,1.8,Rear,Premium,6.8,123517,4,Sedan,NSW
Subaru,2019,Forester,USED,Automatic,2.5,AWD,Unleaded,7.4,145821,4,SUV,NSW
Ford,2008,Focus,USED,Automatic,2.0,Front,Unleaded,8.0,146862,4,Sedan,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,45512,4,Hatchback,NSW
Ford,2019,Mustang,USED,Automatic,2.3,Rear,Unleaded,9.5,27951,4,Hatchback,NSW
Suzuki,2018,Swift,USED,Automatic,1.2,Front,Unleaded,4.8,66964,4,Hatchback,NSW
Hyundai,2018,Elantra,USED,Automatic,2.0,Front,Unleaded,7.2,51966,4,Sedan,NSW
Kia,2017,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,172450,4,SUV,NSW
Hyundai,2017,I30,USED,Automatic,1.6,Front,Diesel,4.7,65737,4,Hatchback,NSW
Toyota,2019,Yaris,USED,Automatic,1.3,Front,Unleaded,6.4,41278,4,Hatchback,NSW
Mazda,2013,3,USED,Automatic,2.0,Front,Unleaded,6.2,152373,4,Hatchback,NSW
Porsche,2017,Macan,USED,Automatic,3.0,AWD,Premium,9.2,63000,6,SUV,NSW
Mazda,2007,3,USED,Automatic,2.0,Front,Unleaded,8.4,235600,4,Hatchback,NSW
Toyota,2017,Tarago,USED,Automatic,2.4,Front,Unleaded,8.9,35766,4,Wagon,NSW
Holden,2017,Colorado,USED,Automatic,2.8,Rear,Diesel,8.8,233069,4,Ute / Tray,NSW
Hyundai,2017,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,131897,4,SUV,NSW
Ford,2015,Focus,USED,Manual,2.0,Front,Premium,7.3,102890,4,Hatchback,NSW
Audi,2016,A3,USED,Automatic,1.8,Front,Premium,5.6,105363,4,Sedan,NSW
Hyundai,2018,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,88501,4,SUV,VIC
Kia,2014,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,119130,4,Sedan,NSW
Land,2014,Rover,USED,Automatic,3.0,AWD,Diesel,7.5,113018,6,SUV,NSW
Ford,2016,Ranger,USED,Automatic,3.2,4WD,Diesel,9.0,167746,5,Ute / Tray,NSW
BMW,2009,X5,USED,Automatic,3.0,4WD,Diesel,8.7,297935,6,SUV,NSW
Subaru,2008,Outback,USED,Automatic,2.5,AWD,Unleaded,9.1,186419,4,SUV,NSW
Nissan,2016,Pathfinder,USED,Automatic,3.5,Front,Premium,10.0,130920,6,SUV,NSW
Mitsubishi,2009,Triton,USED,Automatic,2.5,Rear,Diesel,9.1,196264,4,Ute / Tray,NSW
Nissan,2021,X-Trail,USED,Automatic,2.5,4WD,Unleaded,8.3,30787,4,SUV,VIC
Hyundai,2019,I30,USED,Automatic,2.0,Front,Unleaded,7.4,63718,4,Hatchback,NSW
Mazda,2022,CX-3,USED,Automatic,2.0,Front,Unleaded,6.3,2524,4,SUV,NSW
Mitsubishi,2016,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,112908,4,SUV,NSW
MG,2022,MG3,NEW,Automatic,1.5,Front,Premium,6.7,15,4,Hatchback,NSW
Toyota,2012,HiAce,USED,Automatic,3.0,Rear,Diesel,8.0,178792,4,Commercial,NSW
Subaru,1999,Impreza,USED,Manual,2.0,AWD,Premium,10.5,118778,4,Sedan,NSW
Mazda,2000,E2000,USED,Manual,2.0,Rear,Unleaded,11.5,369953,4,Commercial,QLD
Suzuki,2016,Swift,USED,Automatic,1.4,Front,Unleaded,6.2,97437,4,Hatchback,NSW
Volkswagen,2013,Tiguan,USED,Automatic,2.0,AWD,Premium,8.8,148000,4,SUV,NSW
Nissan,2017,Qashqai,USED,Automatic,2.0,Front,Unleaded,6.9,33257,4,SUV,NSW
Mazda,2006,3,USED,Manual,2.3,Front,Premium,10.0,180139,4,Hatchback,VIC
Mercedes-Benz,2017,C43,USED,Automatic,3.0,AWD,Premium,8.2,66025,6,Sedan,NSW
BMW,2011,X1,USED,Automatic,2.0,Rear,Diesel,5.9,78907,4,SUV,NSW
Volkswagen,2015,Golf,USED,Automatic,1.4,Front,Premium,5.4,94375,4,Hatchback,NSW
Renault,2017,Megane,USED,Automatic,1.6,Front,Premium,6.0,152494,4,Wagon,NSW
Lexus,2018,IS350,USED,Automatic,3.5,Rear,Premium,9.7,75921,6,Sedan,NSW
Suzuki,2016,Grand,USED,Automatic,2.4,4WD,Unleaded,9.6,31393,4,SUV,NSW
BMW,2022,320I,USED,Automatic,2.0,Rear,Premium,6.3,5507,4,Sedan,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,94193,4,Hatchback,QLD
Audi,2010,S3,USED,Automatic,2.0,AWD,Premium,8.4,207245,4,Hatchback,NSW
BMW,2022,M5,USED,Automatic,4.4,AWD,Premium,10.5,8525,8,Sedan,NSW
Toyota,2010,Corolla,USED,Automatic,1.8,Front,Unleaded,7.4,99026,4,Sedan,QLD
Nissan,2016,Pathfinder,USED,Automatic,3.5,4WD,Premium,10.2,127550,6,SUV,NSW
Ford,2016,Fiesta,USED,Manual,1.0,Front,Unleaded,4.9,109800,3,Hatchback,NSW
Subaru,2015,WRX,USED,Automatic,2.0,AWD,Premium,8.6,59081,4,Sedan,NSW
Toyota,2009,Kluger,USED,Automatic,3.5,4WD,Unleaded,11.0,149456,6,SUV,NSW
Nissan,2011,Dualis,USED,Automatic,2.0,AWD,Unleaded,8.6,200774,4,SUV,NSW
Kia,2018,Sportage,USED,Automatic,2.0,AWD,Diesel,6.8,64378,4,SUV,NSW
Holden,2015,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,95071,4,SUV,QLD
Mercedes-Benz,2009,CLC200,USED,Automatic,1.8,Rear,Premium,9.0,111873,4,Coupe,NSW
Volkswagen,2016,Tiguan,USED,Automatic,2.0,AWD,Premium,7.5,55000,4,SUV,VIC
Ford,2012,Falcon,USED,Automatic,4.0,Rear,Unleaded,9.9,171093,6,Sedan,NSW
Renault,2011,Megane,USED,Automatic,2.0,Front,Premium,7.9,40856,4,Hatchback,NSW
Suzuki,2010,Swift,USED,Automatic,1.5,Front,Unleaded,6.7,135594,4,Hatchback,NSW
Lexus,2006,RX350,USED,Automatic,3.5,4WD,Unleaded,17.2,199571,6,SUV,NSW
Hyundai,2014,IX35,USED,Manual,2.0,Front,Unleaded,8.4,200589,4,SUV,NSW
Mazda,2016,2,USED,Automatic,1.5,Front,Unleaded,4.9,29220,4,Hatchback,VIC
Ford,2008,Focus,USED,Automatic,2.0,Front,Unleaded,8.0,125699,4,Hatchback,NSW
Hyundai,2019,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,23126,4,SUV,NSW
Toyota,2010,Hilux,USED,Automatic,4.0,Rear,Unleaded,12.3,290000,6,Ute / Tray,NSW
Mazda,2012,CX-5,USED,Automatic,2.0,AWD,Unleaded,6.9,202100,4,SUV,NSW
Holden,2008,Viva,USED,Automatic,1.8,Front,Unleaded,8.8,104335,4,Sedan,NSW
Mazda,2017,BT-50,USED,Automatic,3.2,4WD,Diesel,9.2,185244,5,Ute / Tray,QLD
Mercedes-Benz,2015,C250,USED,Automatic,2.0,Rear,Premium,6.0,110250,4,Sedan,NSW
Hyundai,2015,I30,USED,Automatic,2.0,Front,Unleaded,7.7,42153,4,Hatchback,NSW
Toyota,2018,RAV4,USED,Automatic,2.5,AWD,Unleaded,8.5,75113,4,SUV,NSW
Hyundai,2018,I30,USED,Automatic,2.0,Front,Unleaded,7.4,82292,4,Hatchback,NSW
Honda,2018,CR-V,USED,Automatic,1.5,Front,Unleaded,7.3,51770,4,SUV,VIC
Volkswagen,2019,Polo,USED,Automatic,1.0,Front,Premium,4.9,28550,3,Hatchback,NSW
Honda,2017,Civic,USED,Automatic,1.5,Front,Unleaded,6.1,94546,4,Hatchback,VIC
Toyota,2005,Hilux,USED,Manual,2.7,Rear,Unleaded,11.0,303119,4,Ute / Tray,NSW
Mercedes-Benz,2019,GLC43,USED,Automatic,3.0,AWD,Premium,8.8,112808,6,SUV,NSW
Toyota,2007,Camry,USED,Automatic,2.4,Front,Unleaded,9.9,176886,4,Sedan,NSW
Holden,2018,Captiva,USED,Automatic,2.2,AWD,Diesel,8.1,183378,4,SUV,NSW
Mazda,2017,2,USED,Automatic,1.5,Front,Unleaded,5.5,106946,4,Hatchback,NSW
MG,2022,MG3,USED,Automatic,1.5,Front,Premium,6.7,1446,4,Hatchback,VIC
Jeep,2008,Commander,USED,Automatic,3.0,4WD,Diesel,10.8,248751,6,SUV,NSW
Renault,2013,Megane,USED,Automatic,2.0,Front,Premium,7.9,100970,4,Wagon,NSW
Kia,2020,Sportage,USED,Automatic,2.0,Front,Unleaded,7.9,34806,4,SUV,NSW
Hyundai,2019,Kona,USED,Automatic,2.0,Front,Unleaded,7.2,57742,4,SUV,NSW
Hyundai,2017,I30,USED,Automatic,2.0,Front,Unleaded,7.4,123425,4,Hatchback,VIC
Nissan,2012,Almera,USED,Automatic,1.5,Front,Unleaded,6.7,144683,4,Sedan,NSW
Hyundai,2021,Santa,USED,Automatic,2.2,AWD,Diesel,6.1,54303,4,SUV,NSW
Mazda,2014,3,USED,Manual,2.5,Front,Unleaded,6.5,143226,4,Hatchback,NSW
Mitsubishi,2017,Outlander,USED,Automatic,2.3,AWD,Diesel,5.8,123952,4,SUV,NSW
Honda,2019,CR-V,USED,Automatic,1.5,Front,Unleaded,7.0,22189,4,SUV,VIC
Holden,2015,Captiva,USED,Automatic,2.4,Front,Unleaded,9.0,118912,4,SUV,NSW
Kia,2018,Sorento,USED,Automatic,2.2,AWD,Diesel,7.2,64720,4,SUV,NSW
Jeep,2015,Grand,USED,Automatic,3.6,Rear,Premium,10.1,98864,6,SUV,VIC
Toyota,2017,RAV4,USED,Automatic,2.0,Front,Unleaded,7.4,138450,4,SUV,NSW
Volvo,2012,C30,USED,Manual,2.5,Front,Premium,8.7,111965,5,Hatchback,NSW
Ford,2010,Falcon,USED,Automatic,4.0,Rear,Unleaded,10.1,246148,6,Sedan,NSW
Mazda,2022,CX-5,USED,Automatic,2.5,Front,Unleaded,7.5,2734,4,SUV,VIC
Volkswagen,2017,Multivan,USED,Automatic,2.0,Front,Diesel,7.7,47865,4,Wagon,NSW
Holden,2018,Acadia,USED,Automatic,3.6,Front,Unleaded,8.9,147886,6,SUV,NSW
Land,2018,Rover,USED,Automatic,5.0,AWD,Premium,12.8,61635,8,SUV,NSW
Toyota,2021,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,46395,4,Hatchback,NSW
Toyota,2022,Corolla,USED,Automatic,1.8,Front,Hybrid,4.2,9803,4,Hatchback,VIC
Mazda,2017,CX-5,USED,Automatic,2.5,AWD,Unleaded,7.5,109787,4,SUV,VIC
Ford,2018,Ranger,USED,Automatic,2.2,Rear,Diesel,8.2,53362,4,Ute / Tray,NSW
Kia,2019,Cerato,USED,Automatic,2.0,Front,Unleaded,7.4,57418,4,Hatchback,NSW
Hyundai,2017,I30,USED,Automatic,2.0,Front,Unleaded,7.4,33836,4,Hatchback,NSW
Hyundai,2015,Tucson,USED,Automatic,2.0,Front,Unleaded,7.9,66242,4,SUV,VIC
Nissan,2019,Navara,USED,Automatic,2.3,4WD,Diesel,7.0,49181,4,Ute / Tray,NSW
Jeep,2015,Grand,USED,Automatic,3.6,4WD,Premium,10.4,52378,6,SUV,NSW
Audi,2013,R8,USED,Automatic,4.2,AWD,Premium,13.3,39200,8,Coupe,NSW
Nissan,2013,X-Trail,USED,Automatic,2.0,Front,Unleaded,8.4,119924,4,SUV,QLD
Audi,2016,Q3,USED,Automatic,2.0,AWD,Premium,6.7,109666,4,SUV,NSW
Hyundai,2019,Santa,USED,Automatic,2.2,AWD,Diesel,7.5,83438,4,SUV,NSW
Suzuki,2018,Swift,USED,Automatic,1.2,Front,Unleaded,4.8,95573,4,Hatchback,NSW
Mazda,2018,3,USED,Automatic,2.0,Front,Unleaded,5.7,53343,4,Sedan,NSW
Mitsubishi,2016,Outlander,USED,Automatic,2.0,Front,Unleaded,6.6,265211,4,SUV,NSW
Volkswagen,2019,Golf,USED,Automatic,2.0,Front,Premium,6.7,22132,4,Hatchback,NSW
Toyota,2021,GR,USED,Manual,1.6,AWD,Premium,7.6,13515,3,Hatchback,VIC
Volkswagen,2018,Golf,USED,Automatic,1.4,Front,Premium,5.6,101393,4,Wagon,NSW
Renault,2018,Koleos,USED,Automatic,2.5,4WD,Premium,8.3,104575,4,SUV,NSW
Subaru,2017,Forester,USED,Automatic,2.5,AWD,Unleaded,8.1,45318,4,SUV,NSW
Isuzu,2017,D-MAX,USED,Manual,3.0,Rear,Diesel,7.4,6532,4,Ute / Tray,VIC
LDV,2021,G10,USED,Automatic,1.9,Rear,Diesel,8.6,38308,4,Commercial,NSW
Nissan,2011,Dualis,USED,Manual,2.0,Front,Unleaded,8.1,184256,4,SUV,NSW
Kia,2015,Cerato,USED,Automatic,1.8,Front,Unleaded,7.1,88693,4,Sedan,NSW
Volkswagen,2019,Caddy,USED,Automatic,1.4,Front,Premium,6.0,97327,4,Commercial,NSW
Hyundai,2014,I30,USED,Manual,1.8,Front,Unleaded,6.8,149912,4,Hatchback,QLD
Ford,2018,Mustang,USED,Automatic,5.0,Rear,Premium,12.7,26634,8,Coupe,NSW
Volkswagen,2011,Touareg,USED,Automatic,3.6,AWD,Premium,10.1,78369,6,SUV,NSW
Toyota,2010,Tarago,USED,Automatic,2.4,Front,Unleaded,9.5,203585,4,Wagon,NSW
Toyota,2010,Tarago,USED,Automatic,2.4,Front,Unleaded,9.5,269626,4,Wagon,NSW
Ford,2019,Escape,USED,Automatic,2.0,AWD,Premium,8.6,30553,4,SUV,VIC
Toyota,2017,Hilux,USED,Automatic,2.8,4WD,Diesel,8.5,111382,4,Ute / Tray,NSW
Audi,2011,Q5,USED,Automatic,2.0,AWD,Diesel,6.8,148512,4,SUV,NSW
Hyundai,2016,Tucson,USED,Automatic,1.6,AWD,Unleaded,7.7,53520,4,SUV,NSW
Kia,2015,Carnival,USED,Automatic,2.2,Front,Diesel,7.7,100966,4,Wagon,NSW
